customernumber,date,salutation,title,domain,datecreated,newsletter,model,paymenttype,deliverytype,invoicepostcode,delivpostcode,voucher,advertisingdatacode,case,numberitems,gift,entry,points,shippingcosts,deliverydatepromised,deliverydatereal,weight,remi,cancel,used,w0,w1,w2,w3,w4,w5,w6,w7,w8,w9,w10,target90
24469,10/06/2008,2,0,12,10/06/2008,0,1,0,0,63,,0,BQ,4,1,0,0,0,0,11/06/2008,10/06/2008,811,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65517,10/06/2008,0,0,12,10/06/2008,0,1,2,0,51,,0,,2,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
48464,10/06/2008,1,0,9,10/06/2008,0,1,2,0,1,,0,,1,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
42808,10/06/2008,0,0,4,10/06/2008,1,1,0,0,32,,0,,2,1,0,0,0,1,11/06/2008,10/06/2008,655,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
48572,10/06/2008,0,0,4,10/06/2008,0,1,2,0,35,,0,,4,2,0,0,0,0,11/06/2008,10/06/2008,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
64136,10/06/2008,0,0,4,10/06/2008,0,3,1,1,78,,0,,3,2,0,1,0,0,12/06/2008,11/06/2008,434,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
62743,10/06/2008,1,0,12,10/06/2008,0,2,0,0,42,,0,,4,1,0,1,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16041,10/06/2008,2,0,12,10/06/2008,0,1,0,0,94,,0,BQ,4,2,0,0,0,0,11/06/2008,10/06/2008,514,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
6267,10/06/2008,1,1,12,10/06/2008,0,1,0,0,24,,0,BQ,1,1,0,0,0,1,11/06/2008,10/06/2008,224,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
25723,10/06/2008,0,0,12,10/06/2008,0,1,1,1,47,,0,,3,1,0,0,0,0,12/06/2008,12/06/2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
4528,10/06/2008,0,0,12,10/06/2008,0,3,1,1,31,,0,,4,2,0,1,0,0,12/06/2008,11/06/2008,592,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
4961,10/06/2008,0,0,12,03/06/2008,0,2,0,0,41,,0,,4,4,0,1,0,0,24/06/2008,12/06/2008,973,4,0,0,3,1,0,0,0,0,0,0,0,0,0,0
63739,10/06/2008,0,0,4,10/06/2008,1,3,2,0,31,,0,,4,3,0,1,0,0,11/06/2008,10/06/2008,1004,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
39815,10/06/2008,0,0,5,10/06/2008,0,2,2,0,41,,0,,3,2,0,1,0,0,12/06/2008,11/06/2008,712,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
61045,10/06/2008,1,0,9,10/06/2008,0,3,1,1,28,,0,,1,1,0,1,0,0,15/06/2009,20/09/2008,295,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8381,10/06/2008,1,0,8,10/06/2008,0,3,1,1,73,,0,,4,1,0,1,0,0,24/06/2008,05/07/2008,570,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26247,10/06/2008,2,0,7,10/06/2008,0,1,0,0,38,,0,BQ,5,7,0,0,0,0,24/06/2008,16/06/2008,2911,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0
33623,10/06/2008,1,0,12,10/06/2008,0,1,2,0,65,60,0,,4,1,0,0,0,0,11/06/2008,10/06/2008,383,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
59863,10/06/2008,1,0,8,10/06/2008,1,1,0,0,82,,0,,1,1,0,0,0,1,11/06/2008,10/06/2008,387,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1556,10/06/2008,0,0,4,10/06/2008,0,3,1,1,89,,0,,2,1,0,1,0,0,11/06/2008,10/06/2008,387,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
62831,10/06/2008,0,0,12,10/06/2008,0,1,0,0,67,,1,BD,4,3,0,0,0,0,11/06/2008,10/06/2008,729,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
30447,10/06/2008,0,0,9,10/06/2008,0,1,2,0,49,,0,,3,1,0,0,0,1,24/06/2008,20/06/2008,593,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34885,10/06/2008,0,0,2,10/06/2008,0,1,0,0,19,,0,,2,1,0,0,0,1,11/06/2008,11/06/2008,657,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16640,10/06/2008,0,0,11,21/04/2008,1,2,2,0,45,,0,,3,1,0,1,0,0,12/06/2009,24/10/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
60854,10/06/2008,2,0,12,10/06/2008,0,1,2,0,59,,1,CA,5,1,0,0,0,0,11/06/2008,10/06/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
59240,10/06/2008,2,0,12,10/06/2008,0,1,0,0,98,,0,,3,1,0,0,0,0,11/06/2008,10/06/2008,454,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
48533,10/06/2008,1,0,4,10/06/2008,0,1,2,0,86,86,0,,3,2,0,0,0,1,24/06/2008,21/06/2008,471,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
30888,10/06/2008,2,0,12,10/06/2008,0,3,1,1,41,,0,,1,1,0,1,0,0,12/06/2008,11/06/2008,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38709,10/06/2008,1,0,4,10/06/2008,1,1,3,0,28,28,0,,2,1,0,0,0,1,12/06/2008,11/06/2008,278,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
24473,10/06/2008,1,1,12,10/06/2008,0,3,1,1,14,,0,,5,1,0,1,0,0,12/06/2008,11/06/2008,685,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33460,10/06/2008,0,0,9,10/06/2008,0,1,3,0,68,,0,,1,1,0,0,0,0,11/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
25518,10/06/2008,2,0,9,10/06/2008,0,1,2,0,31,,0,,3,1,0,0,0,0,12/06/2008,11/06/2008,672,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
7053,10/06/2008,0,0,9,10/06/2008,0,3,2,0,79,,0,,3,2,0,1,0,0,11/06/2008,11/06/2008,598,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
7755,10/06/2008,1,0,12,10/06/2008,0,1,1,1,52,,0,,5,1,0,0,0,0,11/06/2008,12/06/2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
43488,10/06/2008,2,0,1,10/06/2008,1,1,0,0,1,,0,,1,1,0,0,0,1,12/06/2008,11/06/2008,175,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
52979,10/06/2008,0,0,4,10/06/2008,1,2,1,1,52,,0,,4,3,0,1,0,0,12/06/2008,11/06/2008,1075,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1
8701,10/06/2008,1,0,4,10/06/2008,0,2,0,0,58,,0,,2,1,0,1,0,1,12/06/2008,11/06/2008,590,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
60147,10/06/2008,0,0,12,10/06/2008,0,1,0,0,32,,1,,3,2,0,0,0,0,11/06/2008,11/06/2008,956,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
59345,10/06/2008,0,0,0,10/06/2008,1,1,2,0,30,,0,,3,2,0,0,0,0,12/06/2008,11/06/2008,566,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
7359,10/06/2008,1,0,4,10/06/2008,0,2,3,0,48,,1,,1,2,0,1,0,0,11/06/2008,10/06/2008,683,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
22365,10/06/2008,0,0,8,10/06/2008,0,1,3,0,28,,0,,2,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
54591,10/06/2008,2,0,4,10/06/2008,0,2,2,0,46,,1,,1,1,0,1,0,1,12/06/2008,11/06/2008,900,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11776,10/06/2008,1,0,8,10/06/2008,0,1,3,0,63,,0,,1,1,0,0,0,1,11/06/2008,10/06/2008,237,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
51174,10/06/2008,1,0,12,28/05/2008,1,3,1,1,70,,0,BD,5,3,0,1,0,0,24/06/2008,25/06/2008,965,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0
48930,10/06/2008,2,0,12,09/06/2008,0,1,2,0,42,,0,,2,1,0,0,0,1,01/07/2008,23/07/2008,740,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
39724,10/06/2008,0,0,12,10/06/2008,0,1,2,0,80,,0,,3,1,0,0,0,0,12/06/2008,11/06/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14644,10/06/2008,1,0,9,10/06/2008,0,1,3,0,22,,1,,5,2,0,0,0,0,11/06/2008,10/06/2008,148,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1
1773,10/06/2008,0,0,12,10/06/2008,0,1,1,1,30,,0,,2,1,0,0,0,0,12/06/2008,11/06/2008,442,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11060,10/06/2008,0,0,0,10/06/2008,0,1,1,1,45,,0,,4,2,0,0,0,0,12/06/2008,11/06/2008,221,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
26989,10/06/2008,0,0,8,10/06/2008,0,1,0,0,68,,0,,4,2,0,0,0,0,12/06/2008,0000-00-00,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1
17528,10/06/2008,1,0,11,10/06/2008,0,2,0,0,44,,0,,2,1,0,1,0,1,12/06/2008,11/06/2008,450,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
53366,10/06/2008,0,0,9,10/06/2008,0,2,3,0,50,,0,,1,1,0,1,0,1,12/06/2008,11/06/2008,104,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
59222,10/06/2008,0,0,9,10/06/2008,0,3,1,1,24,,0,,4,1,0,1,0,0,12/06/2008,11/06/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27478,10/06/2008,1,0,4,10/06/2008,0,1,0,0,67,,1,,4,1,0,0,0,0,11/06/2008,10/06/2008,604,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
57249,10/06/2008,2,0,2,10/06/2008,0,3,0,0,12,,0,,4,5,0,1,0,0,12/06/2008,11/06/2008,1752,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0
14978,10/06/2008,0,1,12,10/06/2008,0,1,3,0,61,,0,,4,1,0,0,0,0,11/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
55656,10/06/2008,0,0,12,10/06/2008,1,2,1,1,40,,0,,4,2,0,1,0,0,11/06/2008,11/06/2008,932,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
3826,10/06/2008,0,0,8,10/06/2008,0,1,0,0,95,,0,,3,1,0,0,0,0,15/06/2009,05/08/2008,660,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
47872,10/06/2008,2,0,9,10/06/2008,0,1,2,0,93,,0,,4,2,0,0,0,0,12/06/2008,11/06/2008,164,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
3151,10/06/2008,0,0,12,10/06/2008,1,3,2,0,90,,0,,5,3,0,1,0,0,24/06/2008,11/06/2008,1417,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
37214,10/06/2008,1,0,6,10/06/2008,0,1,2,0,38,22,0,,5,1,0,0,0,0,24/06/2008,25/06/2008,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
37636,10/06/2008,0,0,12,10/06/2008,0,3,2,0,25,,0,,3,2,0,1,0,0,24/06/2008,11/06/2008,775,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
58345,10/06/2008,1,0,12,10/06/2008,0,3,1,1,25,,0,,2,1,0,1,0,0,24/06/2008,14/06/2008,711,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
58658,10/06/2008,2,0,8,10/06/2008,0,1,2,0,29,,0,,4,1,0,0,0,0,11/06/2008,10/06/2008,675,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23273,10/06/2008,1,0,12,10/06/2008,0,1,0,0,85,,0,,2,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
57023,10/06/2008,0,0,9,10/06/2008,0,2,2,0,52,,1,,1,1,0,1,0,1,12/06/2008,11/06/2008,389,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
46586,10/06/2008,1,0,12,10/06/2008,0,1,1,1,55,,0,,5,1,0,0,0,0,24/06/2008,12/06/2008,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20643,10/06/2008,0,0,0,08/06/2008,0,2,0,0,59,,1,,1,1,0,1,0,0,12/06/2008,11/06/2008,838,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10930,10/06/2008,1,0,8,10/06/2008,1,1,0,0,38,,0,BL,4,4,0,0,0,0,11/06/2008,11/06/2008,1001,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0
20438,11/06/2008,0,1,9,11/06/2008,0,2,0,0,97,97,1,,1,2,0,1,0,0,13/06/2008,12/06/2008,1358,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
15190,11/06/2008,0,0,12,11/06/2008,0,1,1,1,68,,0,,4,3,0,0,0,0,25/06/2008,20/06/2008,1444,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
29053,11/06/2008,2,0,12,11/06/2008,1,3,0,0,31,,0,,1,1,0,1,0,0,12/06/2008,11/06/2008,83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
44872,11/06/2008,2,0,11,02/04/2008,0,1,2,0,27,,0,,4,5,0,0,0,0,12/06/2008,11/06/2008,1439,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1
25031,11/06/2008,1,0,8,11/06/2008,1,1,0,0,14,,0,BQ,4,5,0,0,0,0,13/06/2008,12/06/2008,1318,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
37082,11/06/2008,0,0,5,11/06/2008,1,2,0,0,45,,1,,1,3,0,1,0,0,13/06/2008,12/06/2008,1891,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
10482,11/06/2008,0,0,9,11/06/2008,0,1,0,0,22,,0,,2,1,0,0,0,1,12/06/2008,11/06/2008,202,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1828,11/06/2008,0,0,12,11/06/2008,0,3,1,1,55,,0,,2,1,0,1,0,0,13/06/2008,13/06/2008,355,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11279,11/06/2008,0,0,4,11/06/2008,1,1,0,0,31,,0,BQ,3,4,0,0,0,0,25/06/2008,26/06/2008,766,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0
48482,11/06/2008,0,0,12,11/06/2008,0,2,2,0,32,,0,,3,4,0,1,0,0,13/06/2008,12/06/2008,1012,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1
60977,11/06/2008,1,0,8,11/06/2008,1,2,2,0,47,,0,,3,2,0,1,0,0,12/06/2008,11/06/2008,1095,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
16774,11/06/2008,2,0,8,11/06/2008,0,1,0,0,22,,0,,4,2,0,0,0,0,12/06/2008,12/06/2008,364,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
52708,11/06/2008,1,0,12,11/06/2008,0,1,1,1,80,,0,,2,1,0,0,0,0,25/06/2008,29/07/2008,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
43168,11/06/2008,0,0,12,11/06/2008,0,1,1,1,66,,0,,2,1,0,0,0,0,12/06/2008,12/06/2008,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49800,11/06/2008,0,0,9,11/06/2008,1,3,0,0,12,,0,,3,3,0,1,0,0,25/06/2008,17/07/2008,954,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
27679,11/06/2008,1,0,12,11/06/2008,0,1,2,0,83,,0,,1,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50485,11/06/2008,0,0,9,11/06/2008,0,1,3,0,31,,0,,3,2,0,0,0,0,12/06/2008,11/06/2008,398,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
29831,11/06/2008,0,0,11,11/06/2008,0,1,0,0,24,,0,,3,1,0,0,0,1,13/06/2008,12/06/2008,326,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
22524,11/06/2008,0,0,11,11/06/2008,0,3,1,1,65,,0,,3,1,0,1,0,0,12/06/2008,12/06/2008,942,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10232,11/06/2008,2,0,5,11/06/2008,0,1,1,1,69,,0,AV,2,2,0,0,0,0,12/06/2008,12/06/2008,949,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
12651,11/06/2008,2,0,4,11/06/2008,0,1,2,0,69,,0,BQ,5,9,0,0,0,0,25/06/2008,10/07/2008,2899,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0
61458,11/06/2008,1,0,8,11/06/2008,0,1,1,1,91,,0,AB,1,1,0,0,0,0,12/06/2008,11/06/2008,188,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51814,11/06/2008,1,0,3,11/06/2008,0,3,2,0,84,,0,,3,1,0,1,0,1,13/06/2008,12/06/2008,554,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
38441,11/06/2008,0,0,4,11/06/2008,0,1,2,0,35,,0,,2,1,0,0,0,1,13/06/2008,12/06/2008,231,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
53402,11/06/2008,0,0,8,11/06/2008,0,1,0,0,33,,0,,5,7,0,0,0,0,12/06/2008,11/06/2008,2542,3,0,7,0,0,6,0,0,0,0,0,0,0,1,0
12036,11/06/2008,1,0,1,11/06/2008,0,3,1,1,47,,0,,4,3,0,1,0,0,12/06/2008,11/06/2008,1165,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1
43637,11/06/2008,0,0,12,11/06/2008,1,1,3,0,10,,0,AB,2,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
36106,11/06/2008,0,0,12,11/06/2008,0,1,0,0,28,,0,,1,1,0,0,0,0,13/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17882,11/06/2008,1,0,9,11/06/2008,0,1,2,0,7,,1,,3,3,0,0,0,0,13/06/2008,12/06/2008,110,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
23090,11/06/2008,2,0,12,11/06/2008,0,2,0,0,41,,0,,4,4,0,1,0,0,12/06/2008,12/06/2008,1936,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
34765,11/06/2008,1,0,9,10/06/2008,0,1,3,0,53,,0,,4,1,0,0,0,1,24/06/2008,16/06/2008,247,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6961,11/06/2008,1,0,8,11/06/2008,0,1,3,0,47,,0,,2,1,0,0,0,0,13/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
48986,11/06/2008,1,0,12,11/06/2008,0,1,2,0,14,,1,,4,2,0,0,0,0,13/06/2008,12/06/2008,1265,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
9502,11/06/2008,1,0,9,11/06/2008,0,1,1,1,10,,0,,2,1,0,0,0,0,13/06/2008,12/06/2008,607,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
50727,11/06/2008,1,0,9,11/06/2008,0,1,3,0,57,,0,,2,1,0,0,0,0,12/06/2008,0000-00-00,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18803,11/06/2008,2,0,4,11/06/2008,0,3,1,1,24,,0,,4,1,0,1,0,0,12/06/2008,11/06/2008,581,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
47188,11/06/2008,0,0,4,11/06/2008,0,1,0,0,99,,0,CA,1,1,0,0,0,1,13/06/2008,12/06/2008,244,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
7815,11/06/2008,0,0,12,11/06/2008,0,2,3,0,53,,1,,2,2,0,1,0,1,12/06/2008,11/06/2008,388,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
57774,11/06/2008,1,0,8,11/06/2008,1,2,1,1,41,,0,,2,1,0,1,0,0,16/06/2009,21/11/2009,332,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9637,11/06/2008,2,0,4,11/06/2008,0,2,0,0,45,,0,,5,5,0,1,0,0,12/06/2008,11/06/2008,1408,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0
48190,11/06/2008,2,0,12,11/06/2008,0,1,0,0,72,,0,,2,1,0,0,0,1,24/06/2008,21/06/2008,635,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
49421,11/06/2008,2,0,12,11/06/2008,1,1,0,0,35,,0,,4,1,0,0,0,0,16/06/2009,0000-00-00,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8527,11/06/2008,2,0,12,11/06/2008,0,1,0,0,40,,0,,3,1,0,0,0,0,13/06/2008,12/06/2008,668,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52061,11/06/2008,2,0,9,11/06/2008,0,3,3,0,30,,0,,5,2,0,1,0,0,13/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
64574,11/06/2008,1,0,5,11/06/2008,0,1,0,0,40,,0,,5,1,0,0,0,0,12/06/2008,11/06/2008,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
37138,11/06/2008,0,0,9,11/06/2008,0,1,0,0,10,,0,,3,2,0,0,0,0,13/06/2008,12/06/2008,676,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
6470,11/06/2008,0,0,5,11/06/2008,1,3,3,0,82,,0,,4,1,0,1,0,1,13/06/2008,12/06/2008,326,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36708,11/06/2008,0,0,8,11/06/2008,0,1,0,0,65,,0,,3,2,0,0,0,1,15/06/2009,20/06/2008,521,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0
50038,11/06/2008,0,0,2,11/06/2008,0,1,0,0,12,,0,BL,5,10,0,0,0,0,13/06/2008,12/06/2008,2240,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
40121,11/06/2008,2,0,4,11/06/2008,0,2,1,1,10,,0,,4,2,0,1,0,0,13/06/2008,11/06/2008,1421,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
30592,11/06/2008,1,0,4,11/06/2008,0,3,0,0,21,,0,,4,2,0,1,0,0,12/06/2008,11/06/2008,1699,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
833,11/06/2008,0,0,4,11/06/2008,1,1,2,0,31,,0,,2,2,0,0,0,0,13/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
57606,11/06/2008,2,0,12,11/06/2008,0,1,0,0,38,,0,,4,1,0,0,0,0,12/06/2008,11/06/2008,448,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
56195,11/06/2008,1,0,8,11/06/2008,0,3,1,1,59,,0,,3,1,0,1,0,0,13/06/2008,12/06/2008,921,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26410,11/06/2008,0,0,4,11/06/2008,0,1,1,1,41,,0,,3,1,0,0,0,0,25/06/2008,13/06/2008,246,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43824,11/06/2008,1,0,11,11/06/2008,0,1,0,0,25,,0,BQ,2,3,0,0,0,1,13/06/2008,12/06/2008,592,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1
41119,11/06/2008,0,0,1,11/06/2008,0,3,1,1,19,,0,,2,1,0,1,0,0,13/06/2008,12/06/2008,361,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
43069,11/06/2008,0,0,5,11/06/2008,0,3,0,0,24,,0,,5,3,0,1,0,0,13/06/2008,12/06/2008,904,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
49285,11/06/2008,1,0,12,11/06/2008,0,1,3,0,22,,0,,1,1,0,0,0,1,13/06/2008,12/06/2008,380,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35054,11/06/2008,1,0,9,11/06/2008,0,1,2,0,45,,0,,1,1,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
43924,11/06/2008,0,0,1,11/06/2008,0,1,2,0,21,,0,,3,2,0,0,0,0,12/06/2008,11/06/2008,640,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
54233,11/06/2008,1,0,8,11/06/2008,0,1,1,1,78,,0,BQ,3,4,0,0,0,0,24/06/2008,26/06/2008,1697,0,0,0,0,0,0,0,0,0,0,0,0,4,0,1
28941,11/06/2008,0,0,9,11/06/2008,0,3,0,0,83,,0,,3,1,0,1,0,0,12/06/2008,11/06/2008,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
52111,11/06/2008,2,0,12,11/06/2008,0,1,0,0,10,,0,AB,3,3,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
8757,11/06/2008,2,0,8,11/06/2008,0,1,0,0,91,,0,,1,1,0,0,0,1,13/06/2008,12/06/2008,269,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
51295,11/06/2008,0,0,11,11/06/2008,0,1,0,0,30,,0,AB,1,1,0,0,0,1,12/06/2008,11/06/2008,389,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
27956,11/06/2008,1,0,12,11/06/2008,0,1,2,0,97,,0,,4,2,0,0,0,0,12/06/2008,11/06/2008,3378,2,0,0,2,2,0,0,0,0,0,0,0,0,0,1
56994,11/06/2008,0,0,12,11/06/2008,0,3,1,1,56,,0,,3,2,0,1,0,0,12/06/2008,11/06/2008,638,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
5256,11/06/2008,0,0,4,11/06/2008,0,1,0,0,27,27,0,BQ,4,4,0,0,0,0,13/06/2008,12/06/2008,1158,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
31256,11/06/2008,1,0,4,11/06/2008,0,3,1,1,28,,0,,4,2,0,1,0,0,13/06/2008,12/06/2008,1281,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
41337,11/06/2008,0,0,4,11/06/2008,0,2,2,0,40,,1,,1,1,0,1,0,1,13/06/2008,12/06/2008,399,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
2574,11/06/2008,1,0,9,11/06/2008,0,3,3,0,30,,0,,4,1,0,1,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60840,11/06/2008,0,0,1,11/06/2008,0,1,2,0,91,,0,BQ,1,2,0,0,0,0,12/06/2008,0000-00-00,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
58465,11/06/2008,0,1,8,11/06/2008,0,1,3,0,76,,1,,4,4,0,0,0,0,13/06/2008,12/06/2008,444,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0
34164,11/06/2008,0,0,12,11/06/2008,1,1,2,0,48,,0,BQ,4,3,0,0,0,0,13/06/2008,12/06/2008,810,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0
